grapheme_id,language_id
-,biate
a,biate
e,biate
ei,biate
f,biate
i,biate
k,biate
l,biate
m,biate
n,biate
o,biate
r,biate
s,biate
t,biate
ts,biate
u,biate
ŋ,biate
ʔ,biate
Σ,biate
